6.45e+04,1.28e-01,1.42e-01,1.51e-01,3.14e-01,8.07e+02,4.70e+02
6.50e+04,1.27e-01,1.37e-01,1.51e-01,3.14e-01,8.07e+02,4.74e+02
6.55e+04,1.16e-01,1.30e-01,1.51e-01,3.14e-01,8.06e+02,4.72e+02
6.60e+04,1.21e-01,1.36e-01,1.51e-01,3.14e-01,8.07e+02,4.73e+02
6.66e+04,1.36e-01,1.45e-01,1.51e-01,3.14e-01,8.07e+02,4.74e+02
6.71e+04,1.30e-01,1.45e-01,1.51e-01,3.14e-01,8.08e+02,4.79e+02
6.76e+04,1.26e-01,1.37e-01,1.51e-01,3.14e-01,8.08e+02,4.74e+02
6.81e+04,1.32e-01,1.48e-01,1.51e-01,3.14e-01,8.09e+02,4.79e+02
6.86e+04,1.28e-01,1.38e-01,1.51e-01,3.14e-01,8.09e+02,4.76e+02
6.91e+04,1.16e-01,1.36e-01,1.51e-01,3.14e-01,8.08e+02,4.74e+02
6.96e+04,1.36e-01,1.47e-01,1.51e-01,3.14e-01,8.09e+02,4.78e+02
7.01e+04,1.38e-01,1.54e-01,1.54e-01,3.37e-01,8.09e+02,4.77e+02
7.07e+04,1.16e-01,1.28e-01,1.54e-01,3.37e-01,8.08e+02,4.75e+02
7.12e+04,1.21e-01,1.32e-01,1.54e-01,3.37e-01,8.08e+02,4.76e+02
7.17e+04,1.13e-01,1.29e-01,1.54e-01,3.37e-01,8.08e+02,4.76e+02
7.22e+04,1.32e-01,1.46e-01,1.54e-01,3.37e-01,8.09e+02,4.76e+02
7.27e+04,1.41e-01,1.52e-01,1.54e-01,3.37e-01,8.09e+02,4.82e+02
7.32e+04,1.32e-01,1.45e-01,1.54e-01,3.37e-01,8.09e+02,4.83e+02
7.37e+04,1.37e-01,1.51e-01,1.54e-01,3.37e-01,8.09e+02,4.75e+02
7.42e+04,1.20e-01,1.34e-01,1.54e-01,3.37e-01,8.09e+02,4.76e+02
7.48e+04,1.22e-01,1.35e-01,1.54e-01,3.37e-01,8.09e+02,4.81e+02
7.53e+04,1.26e-01,1.38e-01,1.54e-01,3.37e-01,8.09e+02,4.83e+02
7.58e+04,1.25e-01,1.37e-01,1.54e-01,3.37e-01,8.09e+02,4.84e+02
7.63e+04,1.25e-01,1.33e-01,1.54e-01,3.37e-01,8.08e+02,4.76e+02
7.68e+04,1.23e-01,1.38e-01,1.54e-01,3.37e-01,8.08e+02,4.76e+02
7.73e+04,1.32e-01,1.46e-01,1.54e-01,3.37e-01,8.09e+02,4.80e+02
7.78e+04,1.18e-01,1.26e-01,1.54e-01,3.37e-01,8.10e+02,4.86e+02
7.83e+04,1.35e-01,1.43e-01,1.54e-01,3.37e-01,8.09e+02,4.78e+02
